artist,title,bpm,genre,year
CNCO feat Prince Royce,Llegaste Tu (Intro Outro) Clean,97,REGGAETON,
CNCO feat Prince Royce,Llegaste Tu (Intro Outro) Clean,97,REGGAETON,
CNCO ft Zion Y Lennox,Reggaeton Lento (Remix) (X-Mix) (Clean) (Extended),94.09,REGGAETON,
CNCO x Meghan Trainor x Sean Paul,Hey DJ (Intro Outro) Clean,90,REGGAETON,
CNCO x Meghan Trainor x Sean Paul,Hey DJ (Intro Outro) Clean,90,REGGAETON,
Cobra Starship Feat. Leighton Meester,Good Girls Go Bad (124 Bpm),123.94,DANCE ELECTRONIC,
Cody Johnson,On My Way To You (Radio Edit) XMIXR,79,COUNTRY,
Cody Johnson,On My Way To You (VDJ JD Edit),79,COUNTRY,
Cody Johnson,Son Of A Ramblin' Man (Lyric Video) (Clean) (Single),93.03,ROCK,
Cody Johnson,Til You Can't (XMiX Edit Video),80,COUNTRY,
Cody Johnson,Til You Can't (XMiX Edit),80,COUNTRY,
Coi Leray,Anxiety (Clean),80,HIP HOP,
Coi Leray,Anxiety (Clean) (XMiX Xpress Edit),80,HIP HOP,
Coi Leray,Anxiety (Dirty),80,HIP HOP,
Coi Leray,Anxiety (Dirty) (XMiX Xpress Edit),80,HIP HOP,
Coi Leray,Anxiety (Radio Edit) XMIXR,80,HIP HOP,
Coi Leray,Bout Me (Clean),71,POP,
Coi Leray,Do Better (Clean),78,HIP HOP TRAP TWERK,
Coi Leray,Players (David Guetta Remix) (Clean) (Extended) (1080),125,DANCE ELECTRONIC,
Coi Leray,Players (David Guetta Remix) (Clean) (Extended) (HD),125,DANCE ELECTRONIC,
Coi Leray feat. Lil Durk,No More Parties (XMiX Remix) (Clean),87,HIP HOP,
Coi Leray feat. Pooh Shiesty,BIG PURR (Prrdd) (Mixshow Edit) (Clean),70,HIP HOP,
Colbie Caillat,Fallin For You (124 Bpm),124.31,DANCE ELECTRONIC,
Cold As Ice,Foreigner  Karaoke Version  KaraFun,131,KARAOKE,
Cold As Ice,Foreigner (1977),130.5,ROCK,
Coldplay,Clocks (Official Video),130.99,ALTERNATIVE ROCK,
Coldplay,Viva la Vida (DMS12 Mix),129.96,DANCE ELECTRONIC,
Coldplay,Viva la Vida (Grant's Uplifting Club Mix),137.91,DANCE ELECTRONIC,
Coldplay feat. Selena Gomez,Let Somebody Go (Tempo Radio Edit) XMIXR,68,POP,
Cole Swindell,Love You Too Late (Radio Edit) XMIXR,113.99,COUNTRY,
Cole Swindell,Love You Too Late (XMiX Edit),114,COUNTRY,
Collage,Angel (Extended Club ),131.84,LATIN FREESTYLE,
Collage,Angel (extended Club),131.84,LATIN FREESTYLE,
Collage,Angel in the sky,124.19,LATIN FREESTYLE,
Collage,Diana Ill Be Loving You (Club Mix),124,LATIN FREESTYLE,
collage,from here til eternity,124.21,LATIN FREESTYLE,
Collage,here we go again,123.26,LATIN FREESTYLE,
Collage,i can make you feel good,132.06,LATIN FREESTYLE,
Collage,i know,132.06,LATIN FREESTYLE,
Collage,I'll Be Loving You,125.21,LATIN FREESTYLE,
COLLAGE,I'LL BE LOVING YOU,125.24,LATIN FREESTYLE,
Collage,I'll Be Loving You (SPANISH),127.26,LATIN FREESTYLE,
Collage,Vision Of Love,106.72,LATIN FREESTYLE,
Collage and Stephanie Marano,Can you show me,136.01,LATIN FREESTYLE,
Colonel Abrams,Trapped DUB and ACAPPELLA,116.4,CLASSIC HOUSE,
color me bad,i adore mi amor,91.94,80S BALLADS,
COMES AROUND.MP3,GIGGLES,,LATIN FREESTYLE,
Company B,Fascinated,119.32,LATIN FREESTYLE,
Company B,Fascinated,132.06,LATIN FREESTYLE,
Company B,Fascinated (Original Mix),119.76,LATIN FREESTYLE,
Company B,Fascinated (Wanderer Edit),120.14,LATIN FREESTYLE,
Company B,Fascinated (Wanderer Quick Mix),120.11,LATIN FREESTYLE,
Company B,Full Circle,119.81,LATIN FREESTYLE,
Company B,Full Circle,120.38,LATIN FREESTYLE,
Company B,Perfect Lover (Club Mix),122.76,LATIN FREESTYLE,
Company B,Perfect Lover (Club Mix),122.76,LATIN FREESTYLE,
Company B,Perfect Lover (Club Mix),122.76,LATIN FREESTYLE,
Conjunto Atardecer K Paz de la Sierra Alacranes Musical,El Chivo Duranguense Mix 2,73.63,CUMBIA,
Conjunto Atardecer K Paz de la Sierra Alacranes Musical,El Chivo Duranguense Mix 2,73.63,DURANGENSE,
Conkarah,Banana (Dave Aude Extended Remix),95,HIP HOP TRAP TWERK,
Connie,funky little beat,117.69,LATIN FREESTYLE,
Connie,Funky Little Beat,118.02,LATIN FREESTYLE,
Connie,Funky Little Beat,118.03,LATIN FREESTYLE,
CONNIE,FUNKY LITTLE BEAT,119.03,LATIN FREESTYLE,
Connie,Funky Little Beat (Intro) Clean,117.72,LATIN FREESTYLE,
Connie,Funky Little Beat (Wanderer Edit),117.56,LATIN FREESTYLE,
Connie,Rock Me (Intro) Clean,129,LATIN FREESTYLE,
Conor Ross & B-Side,Back To Life (Switch) (Extended Mix),126,DANCE ELECTRONIC,
Conor Ross & B-Side,Back To Life (Switch) (Radio Edit),126,DANCE ELECTRONIC,
Control Machete - CUMBIA SOBRE EL RIO.mp3,Celso PiÔö£ÔûÆa,,CUMBIA,
Control Machete - CUMBIA SOBRE EL RIO.mp3,Celso PiÔö£ÔûÆa,,CUMBIA,
Conway the Machine feat. Benny The Butcher & Westside Gunn,John Woo Flick (Clean),74,HIP HOP,
Conway the Machine feat. Benny The Butcher & Westside Gunn,John Woo Flick (Dirty),74,HIP HOP,
Coolio,Ganstas Paradise,79.95,HIP HOP 2000'S,
Copyright,We Can Rise [House Dub],126,DANCE ELECTRONIC,
Cordae feat. Young Thug,Wassup (Mixshow Edit) (Clean),70,HIP HOP,
Corey James with Jodie Knight,No Turning Back (Original Mix),125,DANCE ELECTRONIC,
Corina,Don't Break My Heart,80.3,LATIN FREESTYLE,
Corina,find another,118.32,LATIN FREESTYLE,
Corina,Give Me Back My Heart,91.73,LATIN FREESTYLE,
Corina,Give Me Back My Heart (Extend,91.81,LATIN FREESTYLE,
Corina,Give Me Back My Heart (Extend,91.81,LATIN FREESTYLE,
Corina,Give Me Back My Heart (Extend,91.81,LATIN FREESTYLE,
CORINA,GIVE ME BACK MY HEART 121 BPM,120.6,LATIN FREESTYLE,
Corina,Loving,121.86,LATIN FREESTYLE,
Corina,Loving You Like Crazy,121.86,LATIN FREESTYLE,
Corina,Now That Your Gone,124.77,LATIN FREESTYLE,
CORINA,OUT OF CONTROL,117.65,LATIN FREESTYLE,
corina,out of control,117.71,LATIN FREESTYLE,
CORINA,TEMPTATION,118.36,LATIN FREESTYLE,
Corina,Temptation,118.36,LATIN FREESTYLE,
Corina,Temptation (Acapella),119.79,LATIN FREESTYLE,
Corina,Temptation (new school freestyle mix),118.16,LATIN FREESTYLE,
Corina,Whipsers,122.93,LATIN FREESTYLE,
CORINA,WHISPERS,122.67,LATIN FREESTYLE,
CORINA,WHISPERS,122.92,LATIN FREESTYLE,
Corina,Whispers (AIM Apella),127.42,LATIN FREESTYLE,
Corina (RiPPed by AlphaBase),Temptation,118.36,LATIN FREESTYLE,
CORO,CAN'T LET YOU GO,90.78,LATIN FREESTYLE,
Coro,Can't let you go,90.78,LATIN FREESTYLE,
Coro,Can't let you go,90.78,LATIN FREESTYLE,
CORO,CAN'T LET YOU GO [Percapella],124.08,LATIN FREESTYLE,
Coro,Cant Let You Go,119,LATIN FREESTYLE,
CORO,FALLEN ANGEL,124.06,LATIN FREESTYLE,
Coro,Fallen Angel,124.07,LATIN FREESTYLE,
Coro,I'll Be Loving You All My Life,125.24,LATIN FREESTYLE,
CORO,Listen To My Cries,117.58,LATIN FREESTYLE,
CORO,MY FALLEN ANGEL,125.33,LATIN FREESTYLE,
Coro,My Fallen Angel (Accapela),125.58,LATIN FREESTYLE,
CORO,ONE NIGHT WITH YOU 125 BPM,124.33,LATIN FREESTYLE,
Coro,Run away,70.27,LATIN FREESTYLE,
Coro,Silent Morning,116.06,LATIN FREESTYLE,
Coro,Stand by your lover,122.18,LATIN FREESTYLE,
Coro,Stand by your lover,122.18,LATIN FREESTYLE,
Coro,Stand by your lover,122.18,LATIN FREESTYLE,
Coro,Stand by your lover,122.18,LATIN FREESTYLE,
Coro,Tell Me Why,122.92,LATIN FREESTYLE,
Coro,Tell Me Why,122.92,LATIN FREESTYLE,
Coro,Where Are You Tonight,78.9,LATIN FREESTYLE,
Coro,Where are you Tonight,79.12,LATIN FREESTYLE,
CORO,WHERE ARE YOU TONIGHT,118.36,LATIN FREESTYLE,
Coro,Where Are You Tonight (80s),118.38,LATIN FREESTYLE,
Coro,You'll Never Find Another Love,120.3,LATIN FREESTYLE,
Coro -,Can't let you go,90.78,LATIN FREESTYLE,
Corona,Rhythm Of The Night (Mister Gray Cut),127.01,LATIN FREESTYLE,
Corona,Rhythm Of The Night (Mister Gray Edit),127.01,LATIN FREESTYLE,
Cosculluela feat Bad Bunny,Madura (Intro Outro) Dirty,88,REGGAETON,
Cosculluela feat Bad Bunny,Madura (Intro Outro) Dirty,88,REGGAETON,
Coso,Just Peace (Original Mix),128,TECH HOUSE,
Coso,Leap Out And Do It (Extended Mix),124,TECH HOUSE,
Count To Twenty,You Are The One,119.37,LATIN FREESTYLE,
Cover Girls,Because Of You,119.45,LATIN FREESTYLE,
Cover Girls,Because of You Snippet,125.99,LATIN FREESTYLE,
Cover Girls,Because of You-160,119.5,LATIN FREESTYLE,
Cover Girls,Because of You-160,119.5,LATIN FREESTYLE,
Cover Girls,Don't Stop Now,120.02,LATIN FREESTYLE,
Cover Girls,Funk Boutique,115.8,LATIN FREESTYLE,
Cover Girls,Inside Out,117.37,LATIN FREESTYLE,
Cover Girls,My Heart Skips a Beat,122.07,LATIN FREESTYLE,
Cover Girls,My Heart Skips a Beat,122.07,LATIN FREESTYLE,
Cover Girls,Show Me,113.37,LATIN FREESTYLE,
Cover Girls,Show Me (Wanderer Acapella Out),113.81,LATIN FREESTYLE,
Cover Girls,Show Me (Wanderer Edit),113.83,LATIN FREESTYLE,
Cover Girls,Show Me (Wanderer Edit),113.84,LATIN FREESTYLE,
CPR,03J.Alams - Hold Back Your Tears,125.26,LATIN FREESTYLE,
Cpr,10Alexander Vasquez - How Could You Stay Away,126.39,LATIN FREESTYLE,
Crazy Little Thing Called Love,Queen  Karaoke Version  KaraFun,77.5,KARAOKE,
Creaky Jackals,OC,100,HIP HOP TRAP,
Cream,White Room,110.35,ROCK,
Crichy Crich,Avenue (Prod. by NoxiK),80,HIP HOP TRAP,
Crime Mob,Nuck If You Buck,75.1,HIP HOP 2000'S,
Criminal Vibes,Calabria (Club Mix),128,HOUSE ELECTRO,
Cris MJ,Una Noche En Medellin (X-Mix) (Dirty) (Extended) (HD),96,REGGAETON,
Criss Anthem,Lokka,,HOUSE ELECTRO,
Crizzly,Drop That Ass (DIRTY) (Dibs & MGM Rmx) (SE) (Kutt Edit),102,HIP HOP TRAP TWERK,
Crizzy ft Crinchy Crinch,Drop That Ass (SE) (Greg J Edit),82,HIP HOP TRAP TWERK,
Crookers,Mad Kidz - Original Mix,129.95,DANCE ELECTRONIC,
Crookers,Soca Ali Baba (Original Mix),125.96,DANCE ELECTRONIC,
Crookers,Sveglia - OH SNAP!! Booty Alarm Mix,129,DANCE ELECTRONIC,
Crystal Waters,Sami Dee,,DANCE ELECTRONIC,
Crystal Waters,Sami Dee,,DANCE ELECTRONIC,
Crystallize,Lindsey Stirling,70,POP,
Cuebrick & Melody Mane,Take Me Away (Into The Night) (Extended Mix),130,DANCE ELECTRONIC,
Cuebrick & Melody Mane,Take Me Away (Into The Night) (Radio Edit),129.99,DANCE ELECTRONIC,
Cuerpo Sensual,Rakim Y Ken-Y Feat. Don Omar,96,REGGAETON,
Culture Club,Church Of The Poison Mind,131.14,EIGHTIES,
Culture Club,Church Of The Poison Mind (Dj Viciouz Remix),131.5,EIGHTIES,
Culture Club,Church Of The Poison Mind (ReDrum) (SE) (Doc Adam Edit),131,EIGHTIES,
Culture Club,Karma Chameleon,91.58,EIGHTIES,
Culture Club,Karma Chameleon (Dj Viciouz Remix),92.18,EIGHTIES,
Culture Club,Karma Chameleon (ReDrum) (QH) (Punto G Edit),93,EIGHTIES,
Cumbia,Danza De Los Cholos - Los Telez,0,CUMBIA VALLENTATO,
cumbia,los telez - la chica de mis sueÔö£ÔûÆos,0,CUMBIA,
cumbia villera,supermercados - LA HINCHADA,0,CUMBIA,
Cumbias Sonideras,-Dj Santarosa - Para Mis Sonideros Mixx (www.sonidocherokee.com),0,CUMBIA,
Cumbias Sonideras,Cumbias Sonideras - Duende Mix Sonidero con guacharaca - Vamos a bailar,0,CUMBIA,
Cupid,Cupid Shuffle (Clean) (Extended),71.8,PARLOUR,
Cupid,Cupid Shuffle (Lyrics in description),71.8,PARLOUR,
Cupid ft The 69 Boyz,Flex (Clean) (Single) (HD),121,HIP HOP,
Cut,Plumb lyrics,124,80S BALLADS,
CUTTHROAT,Bounce With Me [FREE DL],72.5,HIP HOP TRAP,
Cyndi Lauper,Girls Just Want To Have Fun,120.2,EIGHTIES,
Cyndi Lauper,Girls Just Want To Have Fun (Dj Viciouz Remix),120.44,EIGHTIES,
Cyndi Lauper,Girls Just Want To Have Fun (Karaoke Version),120.58,KARAOKE,
Cyndi Lauper,She Bop (Dj Viciouz Remix),136.83,EIGHTIES,
Cyndi Lauper vs. Katy Perry,Girls Just Want Friday Fun (Greg J Mashup),120.55,EIGHTIES,
Cynthia,Change On Me,73.25,LATIN FREESTYLE,
Cynthia,Change On Me,73.25,LATIN FREESTYLE,
CYNTHIA,CHANGE ON ME,118.77,LATIN FREESTYLE,
Cynthia,Change on me,118.78,LATIN FREESTYLE,
Cynthia,Change On Me [Percapella],122.63,LATIN FREESTYLE,
Cynthia,Endless Night (Bassapella),122.89,LATIN FREESTYLE,
CYNTHIA,ENDLESS NIGHT [Bassapella],122.89,LATIN FREESTYLE,
CYNTHIA,ENDLESS NIGHTS,123.27,LATIN FREESTYLE,
Cynthia,Everytime I Look At You,91.79,LATIN FREESTYLE,
Cynthia,Holding On,70.11,LATIN FREESTYLE,
Cynthia,How I Love Him,121.27,LATIN FREESTYLE,
Cynthia,How I Love Him,121.27,LATIN FREESTYLE,
CYNTHIA,I NEVER SAID,120.37,LATIN FREESTYLE,
Cynthia,I Never Said (Club Mix),131.9,LATIN FREESTYLE,
Cynthia,I Never Said (Club Mix),131.9,LATIN FREESTYLE,
Cynthia,If I Had The Chance,130.04,LATIN FREESTYLE,
Cynthia,Like A Star - CYNTHIA,130.04,LATIN FREESTYLE,
Cynthia,Love Letter,117.43,LATIN FREESTYLE,
CYNTHIA,LOVE ME TONIGHT,118.43,LATIN FREESTYLE,
Cynthia,Love Me Tonight (New x Old School Mix),118.47,LATIN FREESTYLE,
CYNTHIA,NEVER THOUGHT I LET YOU GO 120 BPM,118.78,LATIN FREESTYLE,
CYNTHIA,THIEF OF HEART,120.97,LATIN FREESTYLE,
Cynthia,Thief of Hearts,120.9,LATIN FREESTYLE,
Cynthia,Thief of Hearts,120.9,LATIN FREESTYLE,
Cynthia,Thief of Hearts,120.9,LATIN FREESTYLE,
CYNTHIA,What Will It Take,121.91,LATIN FREESTYLE,
CYNTHIA,WHAT WILL IT TAKE 125 BPM,121.74,LATIN FREESTYLE,
Cynthia,YouWereMeantForMe,134.72,LATIN FREESTYLE,
CYNTHIA / JOHNNY O.,DREAMBOY/DREAMGIRL,124,LATIN FREESTYLE,
CYNTHIA / K7,HOW I LOVE HIM,121.27,LATIN FREESTYLE,
Cynthia & K7,How I Love Him (Acapella),120.69,LATIN FREESTYLE,
Cynthia feat. K7,how I Love Him,120.09,LATIN FREESTYLE,
Cynthia Roundtree and Starquest,Stop searching for love,116.18,LATIN FREESTYLE,
Cypress,Insane In The Membrane [Filthy Rich Mix],126.06,DANCE ELECTRONIC,
Cypress Hill,Insane In The Brain,105.24,HIP HOP 90'S,
Cypress Hill,Latin Lingo,91.19,HIP HOP 90'S,
czr,chicago southside,130.09,HOUSE UNDERGROUND,
CZR,Digital Funktion,131.19,CLASSIC HOUSE,
CZR,Gettin Lifted IHR Blaxican EP,136.7,GHETTO HOUSE HARD HOUSE,
CZR,Ghetto Booty,129.99,GHETTO HOUSE HARD HOUSE,
CZR,Ghetto Muzik 1995,131.78,GHETTO HOUSE HARD HOUSE,
CZR,Seizure 1997,129.99,GHETTO HOUSE HARD HOUSE,
CZR,Structure,130.11,GHETTO HOUSE HARD HOUSE,
CZR Cyrus,Restricted,135.53,GHETTO HOUSE HARD HOUSE,
CZR re-edit,Conversation,128.85,DANCE ELECTRONIC,
D,Devils - The 6th Gate (Dance With The Devil) [Official],130.66,HOUSE TECHNO,
D Ramirez Feat Dmitry Bobrov,Pleasure Me,125.79,DANCE ELECTRONIC,
D-zyre,Forever Amor,124.57,LATIN FREESTYLE,
D!RTY AUD!O &amp; Mr. ColliPark,Reverse (ft. Ying Yang Twins),100,HIP HOP TRAP,
D!STO,Track #6.3 (GAWTBASS Remix),87,HIP HOP TRAP,
D. Ramirez,Bodyrox,125.81,DANCE ELECTRONIC,
D.B. Cook,Losing My Mind [Dub Mix],125.9,LATIN FREESTYLE,
D.J.P.C,INSSOMNIAK I COME BACK,127.96,HOUSE TECHNO,
D.M.S.,AND THE BEAT GOES ON,123.04,LATIN FREESTYLE,
D.O.D,BANANAS (Original Mix),128,HOUSE ELECTRO,
D.O.N.S.,Big Fun (Dave Spoon Remix),126,DANCE ELECTRONIC,
D.O.N.S. Feat. Technotronic,Pump Up The Jam - Gians Crowd Is Jumpin' Mix - 8A/5A - 124,124.43,DANCE ELECTRONIC,
D.O.N.S. Feat. Technotronic,Pump Up The Jam - Gians Crowd Is Jumpin' Mix - 8A/5A - 124,124.43,DANCE ELECTRONIC,
D.Ramirez,With Me Or Against Me feat. TC - TocadiscoÔö£├│Ôö¼├çÔö¼├ûs Carnaval In Rio Mix,127.93,DANCE ELECTRONIC,
D.T.U.,Broken Dreams(Acapella),122.17,LATIN FREESTYLE,
D.T.U.,My Broken Heart '94 [Heartapella],122.13,LATIN FREESTYLE,
D'zyre,Forever amo'r,124.59,LATIN FREESTYLE,
D'zyre,Forever amo'r,124.59,LATIN FREESTYLE,
D'Zyre,Games Of Love,93.98,LATIN FREESTYLE,
D'Zyre,Games Of Love,93.98,LATIN FREESTYLE,
D'Zyre,Games Of Love,93.98,LATIN FREESTYLE,
D4L,Bet you cant do it like me,74.5,HIP HOP 2000'S,
D4L,Betcha Cant Do It Like Me - 17 - Like Me - (Remix) - Produced By Dj Phooh,74.5,DIRTY SOUTH HIP HOP,
Da Brook Project,Joystick (Original Mix),128,HOUSE ELECTRO,
Da Fellaz,Where Does That Leave Us,122.03,LATIN FREESTYLE,
Da Hool,meet her at the Loveparade - Official Video (HQ),131.98,HOUSE TECHNO,
Da Posse,Strings ( Fingers Mix) CHICAGO TECHNO,128.54,CLASSIC HOUSE,
DaBaby,Suge (XMiX Remix Video) (Clean),75.5,URBAN,
DaBaby,Suge (XMiX Remix Video) (Clean),75.5,URBAN,
Dabruck & Klein,Cars - Original Mix - 8A - 128,127.92,DANCE ELECTRONIC,
Dabruck & Klein,Cars - Original Mix - 8A - 128,127.92,DANCE ELECTRONIC,
dada nada,haunted house (Black Acid OD Mix),120.97,CLASSIC HOUSE,
Dada Nada,Haunted House (Garage Mix Piano),120.84,CLASSIC HOUSE,
dada nada,Haunted House Black Acid OD Mix,121.39,90S HOUSE MUSIC,
dada nada,Haunted House Black Acid OD Mix,121.4,90S HOUSE MUSIC,
dada nada,Haunted House Garage Mix,121.17,90S HOUSE MUSIC,
dada nada,Haunted House Garage Mix,121.49,90S HOUSE MUSIC,
Daddy Yankee,Descontrol (X-Mix) (Clean) (Extended),93.1,REGGAETON,
Daddy Yankee,Dura (PeteDown Moomba Mix) Clean,100,REGGAETON,
Daddy Yankee,Dura (PeteDown Moomba Mix) Clean,100,REGGAETON,
Daddy Yankee,Dura (QH) (BarBangerz Edit),95,REGGAETON,
Daddy Yankee,Dura (X-Mix) (Clean) (Extended),95,REGGAETON,
Daddy Yankee,Gasolina (Benedetto Moombahton Remix) Clean,105,REGGAETON,
Daddy Yankee,Gasolina (Benedetto Moombahton Remix) Clean,105,REGGAETON,
Daddy Yankee,Hula Hoop (Lyric Video) Intro Outro (Clean),88.02,REGGAETON,
Daddy Yankee,Hula Hoop (Lyric Video) Intro Outro (Clean),88.02,REGGAETON,
Daddy Yankee,Impacto ft. Fergie,100.49,REGGAETON,
Daddy Yankee,Karol G,,REGGAETON,
Daddy Yankee,La Nueva Y La Ex (X-Mix) (Clean) (Extended),99,REGGAETON,
Daddy Yankee,Machucando LETRA,94.02,REGGAETON,
Daddy Yankee,Metele Al Perreo (Dirty),90,REGGAETON,
Daddy Yankee,Que Tire Pa Lante (X-Mix) (Clean) (Extended),94,REGGAETON,
Daddy Yankee,Que Tire Pa Lante (XMiX Edit Video),94,REGGAETON,
Daddy Yankee,Que Tire Pa Lante (XMiX Edit),94,REGGAETON,
Daddy Yankee,Shaky Shaky (Intro Outro) Clean,88,REGGAETON,
Daddy Yankee,Shaky Shaky (Intro Outro) Clean,88,REGGAETON,
Daddy Yankee,Sigueme Y Te Sigo (Lyric Video) Intro Outro (Clean),100.01,REGGAETON,
Daddy Yankee,Sigueme Y Te Sigo (Lyric Video) Intro Outro (Clean),100.01,REGGAETON,
Daddy Yankee,Sigueme Y Te Sigo (X-Mix) (Clean) (Extended),100.1,REGGAETON,
Daddy Yankee,Tu PrÔö£┬íncipe (feat. Zion & Lennox) [Letra],94.06,REGGAETON,
Daddy Yankee,Vaiven (Lyric Video) Intro (Clean),106,REGGAETON,
Daddy Yankee,Vaiven (Lyric Video) Intro (Clean),106,REGGAETON,
Daddy Yankee & Anuel AA,Adictiva (X-Mix) (Clean) (Extended),99.1,REGGAETON,
Daddy Yankee & Anuel AA,Adictiva (XMiX Edit Video),99.1,REGGAETON,
Daddy Yankee & Anuel AA,Adictiva (XMiX Edit Video),99.1,REGGAETON,
Daddy Yankee & Anuel AA,Adictiva (XMiX Edit),99,REGGAETON,
Daddy Yankee & Bad Bunny - Soltera (Remix) (XMiX Edit Video).mp4,Lunay,,REGGAETON,
Daddy Yankee & Bad Bunny - Soltera (Remix) (XMiX Edit Video).mp4,Lunay,,REGGAETON,
Daddy Yankee & Katy Perry feat. Snow,Con Calma (XMiX Edit Video),94,REGGAETON,
Daddy Yankee & Katy Perry feat. Snow,Con Calma (XMiX Edit Video),94,REGGAETON,
Daddy Yankee & Nicky Jam - Bella Y Sensual (RS) (Clean) (Extended).mp4,Romeo Santos,,REGGAETON,
Daddy Yankee & Sech,Definitivamente (X-Mix) (Clean) (Extended),100,REGGAETON,
Daddy Yankee & Sech,Definitivamente (XMiX Edit Video),100,REGGAETON,
Daddy Yankee feat Arcangel x RKM x Ken-Y,Zum Zum (Intro Outro) Clean,92,REGGAETON,
Daddy Yankee feat Arcangel x RKM x Ken-Y,Zum Zum (Intro Outro) Clean,92,REGGAETON,
Daddy Yankee feat Natalia Jimenez,La Noche De Los Dos (Intro Outro) Clean,130,REGGAETON,
Daddy Yankee feat Natalia Jimenez,La Noche De Los Dos (Intro Outro) Clean,130,REGGAETON,
Daddy Yankee feat Ozuna,La Rompe Corazones (Intro Outro) Clean,88,REGGAETON,
Daddy Yankee feat Ozuna,La Rompe Corazones (Intro Outro) Clean,88,REGGAETON,
Daddy Yankee feat Plan B,Sabado Rebelde (Intro) Clean,82,REGGAETON,
Daddy Yankee feat Plan B,Sabado Rebelde (Intro) Clean,82,REGGAETON,
Daddy Yankee feat Snow,Con Calma (Intro Outro) Clean,94,REGGAETON,
Daddy Yankee feat Snow,Con Calma (Intro Outro) Clean,94,REGGAETON,
Daddy Yankee ft Bad Bunny,X Ultima Vez (X-Mix) (Clean) (Extended),90,REGGAETON,
Daddy Yankee ft Fergie,Impacto (Clean) (Extended),100.49,REGGAETON,
Daddy Yankee ft Ozuna,La Rompe Corazones (X-Mix) (Clean) (Extended),88,REGGAETON,
Daddy Yankee vs Blasterjaxx,Gasolina (OG to Twerk) (96-104 Transition) (Phase Edit),103.85,TRANSITIONS,
Daddy Yankee x Anuel AA,Adictiva (Intro Outro) Clean,99,REGGAETON,
Daddy Yankee x Anuel AA,Adictiva (Intro Outro) Clean,99,REGGAETON,
Daddy Yankee Y Katy Perry ft Snow,Con Calma (Remix) (BPMLatino Break Intro) (Clean Extended),94,REGGAETON,
Daft Punk,Around the World Remix,127.98,DANCE ELECTRONIC,
Daft Punk,Get Lucky (Dark Intensity Remix) (SE) (Kutt Edit),128,DANCE ELECTRONIC,
Daft Punk,Get Lucky (Full Video),116.04,POP,
Daft Punk,One More Time (Ricky West Rmx) (Kutt Edit),125,DANCE ELECTRONIC,
Daft Punk,One More Time Club mix,126.43,HOUSE UNDERGROUND,
Daft Punk _ Get Lucky,Obenhaus Remix,115.99,HOUSE UNDERGROUND,
Daft Punk ft Pharell Williams,Get Lucky (Kutt Edit),116.04,POP,
Daft Punk ft Pharell Williams,Get Lucky (QH) (Kutt Edit),116.04,POP,
Daft Punk vs Justice,LUCKY  Mash-up,116.03,HOUSE UNDERGROUND,
Daft Punk vs Madonna,Around_The_World_In_4_Minutes_transition_with_drops,121.19,DANCE ELECTRONIC,
DAISEY feat. KENNY MOULTON,I DON'T EVER WANT TO YOU GO [Percapella],135.51,LATIN FREESTYLE,
Daize,Dont want to lose your love,113.05,LATIN FREESTYLE,
Daize,Misery,95.06,LATIN FREESTYLE,
daize,misery-fast,140.1,LATIN FREESTYLE,
Daize,Running,128.58,LATIN FREESTYLE,
Daize,When The Magic Fades,123,LATIN FREESTYLE,
Daize,wings of love,122.56,LATIN FREESTYLE,
Daize,Words 2 say,120.25,LATIN FREESTYLE,
Daize,Words 2 Say,125.94,LATIN FREESTYLE,
daize,You And Me,116.82,LATIN FREESTYLE,
DALE CON PEPA,YOMO,97.11,REGGAETON,
Dalex Y Milly ft Lary Over Y Sharo Towers - Es Normal (LeXeDIT Intro) (Dirty Short Edit).mp4,Menor Menor,,REGGAETON,
Dalex Y Milly ft Lary Over Y Sharo Towers - Es Normal (LeXeDIT Intro) (Dirty Short Edit).mp4,Menor Menor,,REGGAETON,
Damaris,lie to me,128.06,LATIN FREESTYLE,
Damian Marley,Welcome To Jamrock (Proppa 2022 Edit) (Dirty),126,DANCE ELECTRONIC,
Damian wild,say you want it,124.29,LATIN FREESTYLE,
Damien Bautista,Only You [Long Version],122.06,LATIN FREESTYLE,
Damien Bautista,What Will I Do (Acapella Edit),124.45,LATIN FREESTYLE,
Damien Marley vs Flosttradamus & TroyBoi,Welcome To Soundclash (Jamrock) [Joe Maz Bootleg],77.4,HIP HOP TRAP TWERK,
Damon Sharpe & VIVID,First Time (Extended Mix),128,DANCE ELECTRONIC,
Damon Trueitt - Physical (Extended Mix).mp3,Tough Love,,DANCE ELECTRONIC,
Damon Trueitt - Physical.mp3,Tough Love,,DANCE ELECTRONIC,
Dan & Shay,All To Myself (Radio Edit) XMIXR,95,COUNTRY,
Dan & Shay,All To Myself (VDJ JD Edit) (XMiX Xpress Edit),95,COUNTRY,
Dan & Shay,All To Myself (XMiX Edit),95,COUNTRY,
Dan & Shay,Speechless,136.01,COUNTRY,
Dan & Shay,Speechless (Radio Edit) XMIXR,68,COUNTRY,
Dan & Shay,Speechless (VDJ JD Edit) (XMiX Xpress Edit),68,COUNTRY,
DAN FARBER,Ta Tin Ting,78,HIP HOP TRAP,
DAN HARTMAN,THE NAME OF THE GAME,118.23,LATIN FREESTYLE,
Dan Stone,The Wave (Extended Mix),128,DANCE ELECTRONIC,
